id;ort;count;location;lat;lon
715;Allenstein;3;Olsztyn, powiat olsztyński, województwo warmińsko-mazurskie, Polska;53.7767239;20.477781292210345
716;Ehrenfeld;3;Ehrenfeld, Köln, Nordrhein-Westfalen, Deutschland;50.9679925;6.887914431752257
717;Ternopil;3;Тернопіль, Тернопільська міська громада, Тернопільський район, Тернопільська область, Україна;49.5557716;25.591886
718;Weiden i.d. OPf.;3;Weiden in der Oberpfalz, Bayern, 92637, Deutschland;49.6752749;12.1631636
719;Meseritz;3;Międzyrzecz, gmina Międzyrzecz, powiat międzyrzecki, województwo lubuskie, 66-300, Polska;52.4448261;15.578637
720;Markneukirchen;3;Markneukirchen, Vogtlandkreis, Sachsen, Deutschland;50.311883;12.3292151
721;Güstrow;3;Güstrow, Landkreis Rostock, Mecklenburg-Vorpommern, Deutschland;53.7936523;12.1759661
722;Varaždin;3;Grad Varaždin, Varaždinska županija, Hrvatska;46.3079645;16.3378198
723;Marburg an der Drau;3;Maribor, Slovenija;46.5576439;15.6455854
724;Grünstadt;3;Grünstadt, Landkreis Bad Dürkheim, Rheinland-Pfalz, Deutschland;49.5655288;8.163722
725;Miskolc;3;Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, Magyarország;48.1030643;20.7900429
726;Aalborg;3;Aalborg, Aalborg Kommune, Region Nordjylland, 9000, Danmark;57.0462626;9.9215263
727;Villingen im Schwarzwald;3;Villingen, 5, Bahnhofstraße, Villingen, Villingen-Schwenningen, Verwaltungsgemeinschaft Villingen-Schwenningen, Schwarzwald-Baar-Kreis, Baden-Württemberg, 78048, Deutschland;48.0578147;8.4652872
728;Guhrau;3;Góra, gmina Góra, powiat górowski, województwo dolnośląskie, 56-200, Polska;51.6681499;16.5393277
729;Bad Saulgau;3;Bad Saulgau, Verwaltungsgemeinschaft Bad Saulgau, Landkreis Sigmaringen, Baden-Württemberg, 88348, Deutschland;48.0158071;9.5010309
730;Bad Schandau;3;Bad Schandau, Sächsische Schweiz-Osterzgebirge, Sachsen, 01814, Deutschland;50.918091;14.1534018
731;Colmar;3;Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France;48.0777517;7.3579641
732;Friedrichshafen;2;Friedrichshafen, Verwaltungsgemeinschaft Friedrichshafen, Bodenseekreis, Baden-Württemberg, Deutschland;47.6505715;9.4797531
733;Vegesack;2;Vegesack, Stadtbezirk Bremen-Nord, Bremen, 28757, Deutschland;53.1705249;8.6238803
734;Buchholz;2;Buchholz, Burg-Sankt Michaelisdonn, Dithmarschen, Schleswig-Holstein, Deutschland;53.9882387;9.2264708
735;Kalisz;2;Kalisz, Nędzerzew, gmina Opatówek, powiat kaliski, województwo wielkopolskie, 62-860, Polska;51.74736505;18.079590087700034
736;Kevelaer;2;Kevelaer, Kreis Kleve, Nordrhein-Westfalen, Deutschland;51.5802996;6.2456273
737;Vechta;2;Vechta, Landkreis Vechta, Niedersachsen, 49377, Deutschland;52.7310691;8.2873162
738;Kirchberg;2;Kirchberg, Thann-Guebwiller, Haut-Rhin, Grand Est, France métropolitaine, 68290, France;47.7979814;6.9537288
739;Emmishofen;2;Emmishofen, Granegg, Bernrainzelg, Kreuzlingen, Bezirk Kreuzlingen, Thurgau, 8280, Schweiz/Suisse/Svizzera/Svizra;47.6470522;9.1550638
740;Frýdlant;2;Frýdlant, okres Liberec, Liberecký kraj, Severovýchod, 46401, Česko;50.9216775;15.0794594
741;Waiblingen;2;Waiblingen, Rems-Murr-Kreis, Baden-Württemberg, Deutschland;48.8425793;9.3305129
742;Freudenstadt;2;Freudenstadt, Vereinbarte Verwaltungsgemeinschaft Freudenstadt, Landkreis Freudenstadt, Baden-Württemberg, 72250, Deutschland;48.4637727;8.4111727
743;Brugg;2;Brugg, Bezirk Brugg, Aargau, Schweiz/Suisse/Svizzera/Svizra;47.4824633;8.2085662
744;Wadowice;2;Wadowice, gmina Wadowice, powiat wadowicki, województwo małopolskie, 34-100, Polska;49.8834484;19.4925345
745;Kecskemét;2;Kecskemét, Kecskeméti járás, Bács-Kiskun megye, Dél-Alföld, Alföld és Észak, Magyarország;46.9080769;19.6928133
746;Forchheim (Oberfr.);2;Forchheim (Oberfr.), Bayreuther Straße, Forchheim, Landkreis Forchheim, Bayern, 91301, Deutschland;49.7169143;11.0700855
747;Esztergom;2;Esztergom, Esztergomi járás, Komárom-Esztergom megye, Közép-Dunántúl, Dunántúl, Magyarország;47.7856977;18.7403349
748;Wiener Neustadt;2;Gemeinde Wiener Neustadt, Wiener Neustadt, Bezirk Neunkirchen, Niederösterreich, Österreich;47.80708635;16.23325959462936
749;Fellin;2;Viljandi linn, Viljandi maakond, Eesti;58.3646073;25.5876563
750;Jüterbog;2;Jüterbog, Teltow-Fläming, Brandenburg, 14913, Deutschland;51.9916493;13.0801128
751;Ehingen (Donau);2;Ehingen (Donau), Gemeindeverwaltungsverband Ehingen (Donau), Alb-Donau-Kreis, Baden-Württemberg, 89584, Deutschland;48.2828519;9.7262175
752;Uschhorod;2;Ужгород, Ужгородська міська громада, Ужгородський район, Закарпатська область, Україна;48.6223732;22.3022569
753;Floridsdorf;2;Floridsdorf, Wien, 1210, Österreich;48.279815049999996;16.412134555336003
754;Steele;2;Steele County, Minnesota, United States;44.0137336;-93.2203671
755;Staßfurt;2;Staßfurt, Salzlandkreis, Sachsen-Anhalt, Deutschland;51.8514515;11.5929455
756;Unna;2;Unna, Kreis Unna, Nordrhein-Westfalen, Deutschland;51.5348835;7.689014
757;Tuttlingen;2;Tuttlingen, Verwaltungsgemeinschaft Tuttlingen, Landkreis Tuttlingen, Baden-Württemberg, 78532, Deutschland;47.9844315;8.8186606
758;Frankenthal (Pfalz);2;Frankenthal (Pfalz), Rheinland-Pfalz, 67227, Deutschland;49.5445804;8.3540061
759;Frankfurt-Rödelheim;2;Frankfurt-Rödelheim, 1, Baruch-Baschwitz-Platz, Rödelheim, Mitte-West, Frankfurt am Main, Hessen, 60489, Deutschland;50.1244113;8.6073066
760;Kaunas;2;Kaunas, Kauno miesto savivaldybė, Kauno apskritis, Lietuva;54.8982139;23.9044817
761;Uelzen;2;Uelzen, Niedersachsen, Deutschland;52.9840679;10.538588154650403
762;Vaasa;2;Vaasa, Vaasan seutukunta, Österbotten, Länsi- ja Sisä-Suomen aluehallintovirasto, Manner-Suomi, Suomi / Finland;63.0957722;21.6159187
763;Erkelenz;2;Erkelenz, Kreis Heinsberg, Nordrhein-Westfalen, 41812, Deutschland;51.080992;6.3160684
764;Duderstadt;2;Duderstadt, Landkreis Göttingen, Niedersachsen, 37115, Deutschland;51.5123672;10.2610699
765;Villach;2;Villach, Kärnten, Österreich;46.6167284;13.8500268
766;Ka̜ty Wrocławskie;2;Kąty Wrocławskie, gmina Kąty Wrocławskie, powiat wrocławski, województwo dolnośląskie, Polska;51.0302656;16.7702325
767;Vohwinkel;2;Vohwinkel, Gemarkung Vohwinkel, Wuppertal, Nordrhein-Westfalen, 42329, Deutschland;51.2311401;7.0703608
768;Weinfelden;2;Weinfelden, Bezirk Weinfelden, Thurgau, 8570, Schweiz/Suisse/Svizzera/Svizra;47.5669187;9.1097539
769;Waitzen;2;Vác, Váci járás, Pest megye, Közép-Magyarország, Magyarország;47.7782873;19.1278294
770;Haarlem;2;Haarlem, Noord-Holland, Nederland;52.383705750000004;4.643559696559635
771;Tiegenhof;2;Nowy Dwór Gdański, gmina Nowy Dwór Gdański, powiat nowodworski, województwo pomorskie, Polska;54.2146299;19.1150846
772;Washington, DC;2;Washington, District of Columbia, United States;38.8950368;-77.0365427
773;Caransebeş;2;Caransebeș, Caraș-Severin, România;45.4106108;22.2182232
774;Hettstedt;2;Hettstedt, Mansfeld-Südharz, Sachsen-Anhalt, Deutschland;51.6500047;11.4999986
775;Herzogenbusch;2;'s-Hertogenbosch, Noord-Brabant, Nederland;51.6889351;5.3031044
776;Czarnków;2;Czarnków, gmina Czarnków, powiat czarnkowsko-trzcianecki, województwo wielkopolskie, 64-700, Polska;52.90107245;16.572584219404398
777;Thale;2;Thale, Landkreis Harz, Sachsen-Anhalt, 06502, Deutschland;51.7527606;11.037722
778;Herborn;2;Herborn, Lahn-Dill-Kreis, Hessen, 35745, Deutschland;50.6831806;8.3031741
779;Heppens;2;Heppens, Wilhelmshaven, Niedersachsen, 26384, Deutschland;53.5311372;8.1334831
780;Craiova;2;Craiova, Zona Metropolitană Craiova, Dolj, România;44.3190159;23.7965614
781;Coppet;2;Coppet, Grand Genève, District de Nyon, Vaud, 1296, Schweiz/Suisse/Svizzera/Svizra;46.3164464;6.1927752
782;Kirchheim unter Teck;2;Kirchheim unter Teck, Vereinbarte Verwaltungsgemeinschaft der Stadt Kirchheim unter Teck, Landkreis Esslingen, Baden-Württemberg, 73230, Deutschland;48.6480545;9.4510227
783;Helgoland;2;Helgoland, Pinneberg, Schleswig-Holstein, 27498, Deutschland;54.18004525;7.885362101180695
784;Judenburg;2;Judenburg, Bezirk Murtal, Steiermark, 8750, Österreich;47.1694082;14.6601079
785;Heiligenstadt i. OFr.;2;Wandern um Heiligenstadt i.Ofr., Burggrub, Heiligenstadt, Landkreis Bamberg, Bayern, 91332, Deutschland;49.875773;11.1389635
786;Hagenau;2;Haguenau, Haguenau-Wissembourg, Bas-Rhin, Grand Est, France métropolitaine, 67500, France;48.8172236;7.7885978
787;Heilbad Heiligenstadt;2;Heilbad Heiligenstadt, Landkreis Eichsfeld, Thüringen, 37308, Deutschland;51.3756186;10.138224
788;Śmigiel;2;Śmigiel, gmina Śmigiel, powiat kościański, województwo wielkopolskie, Polska;52.012744;16.5271118
789;Hainichen;2;Hainichen, Mittelsachsen, Sachsen, 09661, Deutschland;50.9725862;13.1229747
790;Hechingen;2;Hechingen, Gemeindeverwaltungsverband Hechingen, Zollernalbkreis, Baden-Württemberg, 72379, Deutschland;48.3525529;8.9642047
791;Weida;2;Weida, Greiz, Thüringen, 07570, Deutschland;50.7581426;12.0470063
792;Hartenstein;2;Hartenstein, Zwickau, Sachsen, 08118, Deutschland;50.6618358;12.6712469
793;Weilburg;2;Weilburg, Landkreis Limburg-Weilburg, Hessen, 35781, Deutschland;50.4823062;8.2669053
794;Tangermünde;2;Tangermünde, Stendal, Sachsen-Anhalt, 39590, Deutschland;52.5431104;11.9722524
795;Šumperk;2;Šumperk, okres Šumperk, Olomoucký kraj, Střední Morava, Česko;49.9655521;16.9705651
796;Chrudim;2;Chrudim, okres Chrudim, Pardubický kraj, Severovýchod, Česko;49.9511458;15.7947559
797;Suceava;2;Suceava, România;47.53265345;25.834593917414125
798;Greifenhagen;2;Gryfino, gmina Gryfino, powiat gryfiński, województwo zachodniopomorskie, Polska;53.2535889;14.4924243
799;Hohenstein;2;Hohenstein, Gemeindeverwaltungsverband Engstingen, Landkreis Reutlingen, Baden-Württemberg, 72531, Deutschland;48.3472808;9.3548059
800;Tondern;2;Tønder, Tønder Kommune, Region Syddanmark, 6270, Danmark;54.9380637;8.8629408
801;Buchsweiler;2;Bouxwiller, Saverne, Bas-Rhin, Grand Est, France métropolitaine, 67330, France;48.8254997;7.4800291
802;Jitschin;2;Jičín, okres Jičín, Královéhradecký kraj, Severovýchod, 506 42, Česko;50.4370452;15.3516528
803;Waldheim;2;Waldheim, Mittelsachsen, Sachsen, 04736, Deutschland;51.0770643;13.0157798
804;Garding;2;Garding, Eiderstedt, Nordfriesland, Schleswig-Holstein, 25836, Deutschland;54.3294634;8.7795106
805;Gautzsch;2;Gautzsch, Markkleeberg-West, Markkleeberg, Landkreis Leipzig, Sachsen, 04416, Deutschland;51.2807008;12.3571872
806;Dornbirn;2;Stadt Dornbirn, Bezirk Dornbirn, Vorarlberg, Österreich;47.413631;9.7423875
807;Trondhjem;2;Trondheim, Trøndelag, Norge;63.4305658;10.3951929
808;Stollberg/Erzgeb.;2;Stollberg, Stollberg/Erzgebirge, Stollberg/Erzgeb., Erzgebirgskreis, Sachsen, 09366, Deutschland;50.7087734;12.7762607
809;Iwano-Frankiwsk;2;Івано-Франківськ, Івано-Франківська міська рада, Івано-Франківський район, Івано-Франківська область, Україна;48.9225224;24.7103188
810;Trogen;2;Trogen, Mittelland, Appenzell Ausserrhoden, 9043, Schweiz/Suisse/Svizzera/Svizra;47.4080647;9.4650334
811;Hann. Münden;2;Hann. Münden, Landkreis Göttingen, Niedersachsen, 34346, Deutschland;51.4161908;9.6550096
812;Donaueschingen;2;Donaueschingen, Verwaltungsverband Donaueschingen, Schwarzwald-Baar-Kreis, Baden-Württemberg, 78166, Deutschland;47.9534194;8.4959257
813;Burg b. Magdeburg;2;Magdeburg, Sachsen-Anhalt, Deutschland;52.1315889;11.6399609
814;Deventer;2;Deventer, Overijssel, Nederland;52.2695736;6.236339604766698
815;Burgstädt;2;Bürgstadt, Verwaltungsgemeinschaft Erftal, Landkreis Miltenberg, Bayern, 63927, Deutschland;49.7158643;9.2713816
816;Strzelce Opolskie;2;Strzelce Opolskie, gmina Strzelce Opolskie, powiat strzelecki, województwo opolskie, 47-100, Polska;50.5109033;18.3004547
817;Warburg;2;Warburg, Kreis Höxter, Nordrhein-Westfalen, 34414, Deutschland;51.4886533;9.1488385
818;Büdingen;2;Buding, Thionville, Moselle, Grand Est, France métropolitaine, 57920, France;49.334193;6.3227721
819;Gossau;2;Gossau (SG), Wahlkreis St. Gallen, Sankt Gallen, Schweiz/Suisse/Svizzera/Svizra;47.4155906;9.249359
820;Trentschin;2;Trenčín, okres Trenčín, Trenčiansky kraj, Západné Slovensko, 91250, Slovensko;48.8923583;18.0393715
821;Hörde;2;Hörde, Dortmund, Nordrhein-Westfalen, 44263, Deutschland;51.4904608;7.5009394
822;Büren;2;Buren, Gelderland, Nederland;51.92963705;5.420000238944224
823;Delmenhorst;2;Delmenhorst, 10, Wittekindstraße, Mitte, Delmenhorst, Niedersachsen, 27753, Deutschland;53.0528092;8.6294626
824;Warmbrunn;2;Cieplice Śląskie-Zdrój, Jelenia Góra, województwo dolnośląskie, 58-560, Polska;50.8652778;15.6775
825;Horsens;2;Horsens, Horsens Kommune, 8700, Danmark;55.8611696;9.8444774
826;Głuchołazy;2;Głuchołazy, gmina Głuchołazy, powiat nyski, województwo opolskie, 48-340, Polska;50.3170828;17.3833809
827;Łódź;2;Łódź, województwo łódzkie, Polska;51.7687323;19.4569911
828;Kirn;2;Kirn, Kirner Land, Landkreis Bad Kreuznach, Rheinland-Pfalz, Deutschland;49.7861037;7.4584035
829;Bad Lobenstein;2;Bad Lobenstein, Saale-Orla-Kreis, Thüringen, 07356, Deutschland;50.449292;11.6380757
830;Bad Tölz;2;Bad Tölz, Landkreis Bad Tölz-Wolfratshausen, Bayern, 83646, Deutschland;47.7610641;11.5582933
831;Rzeszów;2;Rzeszów, powiat rzeszowski, województwo podkarpackie, Polska;50.013064;22.016143457294312
832;Bad Segeberg;2;Bad Segeberg, Segeberg, Schleswig-Holstein, 23795, Deutschland;53.9368198;10.30415
833;Bad Säckingen;2;Bad Säckingen, Verwaltungsgemeinschaft Bad Säckingen, Landkreis Waldshut, Baden-Württemberg, 79713, Deutschland;47.5525538;7.9495387
834;Miltenberg;2;Miltenberg, Landkreis Miltenberg, Bayern, 63897, Deutschland;49.7017584;9.2559718
835;Bad Oldesloe;2;Bad Oldesloe, Stormarn, Schleswig-Holstein, 23843, Deutschland;53.8096562;10.3733692
836;Bad Oeynhausen;2;Bad Oeynhausen, Kreis Minden-Lübbecke, Nordrhein-Westfalen, Deutschland;52.2014399;8.7981244
837;Bad Nauheim;2;Bad Nauheim, Wetteraukreis, Hessen, 61231, Deutschland;50.3681107;8.7473608
838;Rummelsburg;2;Rummelsburg, Lichtenberg, Berlin, Deutschland;52.5013696;13.4835143
839;Berlin-Wilmersdorf;2;Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, Deutschland;52.4871152;13.3203298
840;Rumburg;2;Rumburk, okres Děčín, Ústecký kraj, Severozápad, 40801, Česko;50.9517739;14.5569317
841;Zabern;2;Saverne, Bas-Rhin, Grand Est, France métropolitaine, 67700, France;48.7419909;7.3625953
842;Roßwein;2;Roßwein, Mittelsachsen, Sachsen, 04741, Deutschland;51.0651211;13.1845301
843;Mylau;2;Mylau, Obermylau, Reichenbach, Reichenbach im Vogtland, Vogtlandkreis, Sachsen, 08499, Deutschland;50.61839705;12.270593932803752
844;Bad Kissingen;2;Bad Kissingen, Landkreis Bad Kissingen, Bayern, 97688, Deutschland;50.1983954;10.0750993
845;Nakło nad Notecia̜;2;Nakło nad Notecią, gmina Nakło nad Notecią, powiat nakielski, województwo kujawsko-pomorskie, Polska;53.1386896;17.5998891
846;Namslau;2;Namysłów, gmina Namysłów, powiat namysłowski, województwo opolskie, Polska;51.0766258;17.7185619
847;Bad Godesberg;2;Bad Godesberg, Bonn, Nordrhein-Westfalen, Deutschland;50.685109;7.1536622
848;Menton;2;Menton, Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06500, France;43.7753495;7.5029213
849;Menden (Sauerland);2;Menden (Sauerland), Westtangente, Menden, Märkischer Kreis, Nordrhein-Westfalen, 58706, Deutschland;51.4353047;7.7919706
850;Saargemünd;2;Sarreguemines, Moselle, Grand Est, France métropolitaine, 57200, France;49.1094836;7.0708865
851;Bad Wimpfen;2;Bad Wimpfen, Landkreis Heilbronn, Baden-Württemberg, 74206, Deutschland;49.2302875;9.1621599
852;Berlin-Lichterfelde;2;Lichterfelde, Steglitz-Zehlendorf, Berlin, Deutschland;52.437293;13.3138645
853;Bergen auf Rügen;2;Bergen auf Rügen, Vorpommern-Rügen, Mecklenburg-Vorpommern, 18528, Deutschland;54.4172673;13.4305634
854;Bergen;2;Bergen, Vestland, Norge;60.3943055;5.3259192
855;Lüben;2;Lubin, powiat lubiński, województwo dolnośląskie, Polska;51.3974465;16.2051275
856;Lüchow (Wendland);2;Lüchow, Samtgemeinde Lüchow (Wendland), Lüchow-Dannenberg, Niedersachsen, 29439, Deutschland;52.968667;11.156763
857;São Paulo;2;São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil;-23.5506507;-46.6333824
858;Sátoraljaújhely;2;Sátoraljaújhely, Sátoraljaújhelyi járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, Magyarország;48.3960978;21.6561497
859;Belgard (Persante);2;Białogard, powiat białogardzki, województwo zachodniopomorskie, 78-200, Polska;54.0064367;15.9870974
860;Magdeburg-Sudenburg;2;Magdeburg-Sudenburg, Am Sudenburger Bahnhof, MAW zuvor Polte Armaturenwerke, Stadtfeld West, Magdeburg, Sachsen-Anhalt, 39110, Deutschland;52.1204575;11.5970294
861;Września;2;Września, gmina Września, powiat wrzesiński, województwo wielkopolskie, 62-300, Polska;52.3250694;17.5652282
862;Manchester;2;Manchester, Greater Manchester, North West England, England, United Kingdom;53.4794892;-2.2451148
863;Batavia;2;Daerah Khusus Ibukota Jakarta, Gambir, Jakarta Pusat, Indonesia;-6.1753942;106.827183
864;Sankt Joachimsthal;2;Jáchymov, okres Karlovy Vary, Karlovarský kraj, Severozápad, 36251, Česko;50.3629787;12.9299257
865;Barth;2;Barth, Vorpommern-Rügen, Mecklenburg-Vorpommern, 18356, Deutschland;54.3690547;12.7258585
866;Sankt Ingbert;2;Sankt Ingbert, Saarpfalz-Kreis, Saarland, 66386, Deutschland;49.2788378;7.1156707
867;Mediasch;2;Mediaș, Sibiu, România;46.1625212;24.3473855
868;Meiderich;2;Meiderich/Beeck, Duisburg, Nordrhein-Westfalen, Deutschland;51.471698;6.754003442321973
869;Zehlendorf;2;Zehlendorf, Steglitz-Zehlendorf, Berlin, Deutschland;52.4343217;13.2589298
870;Rostow am Don;2;Ростов-на-Дону, городской округ Ростов-на-Дону, Ростовская область, Южный федеральный округ, Россия;47.2213858;39.7114196
871;Neugersdorf;2;Neugersdorf, Ebersbach-Neugersdorf, Görlitz, Sachsen, 02727, Deutschland;50.973617149999995;14.609193011539087
872;Osijek;2;Osijek, Grad Osijek, Osječko-baranjska županija, Hrvatska;45.5548719;18.6953719
873;Amersfoort;2;Amersfoort, Utrecht, Nederland;52.163773899999995;5.3965879493517015
874;Oxford;2;Oxford, Chester County, Pennsylvania, 19363, United States;39.7852062;-75.9790215
875;Pardubitz;2;Pardubice, okres Pardubice, Pardubický kraj, Severovýchod, Česko;50.0385812;15.7791356
876;Radautz;2;Rădăuți, Suceava, 725400, România;47.8461055;25.9181822
877;Quakenbrück;2;Quakenbrück, Artland, Landkreis Osnabrück, Niedersachsen, 49610, Deutschland;52.6757127;7.9567402
878;Pärnu;2;Pärnu, Valga linn, Valga vald, Valga maakond, 68203, Eesti;57.7718612;26.0298512
879;Pegau;2;Pegau, Landkreis Leipzig, Sachsen, 04523, Deutschland;51.1667169;12.255453
880;Altena (Westf.);2;Altena (Westfalen), Bahnhofstraße, Mühlendorf, Altena, Märkischer Kreis, Nordrhein-Westfalen, 58762, Deutschland;51.3018435;7.6689744
881;Pelplin;2;Pelplin, gmina Pelplin, powiat tczewski, województwo pomorskie, 83-130, Polska;53.9278352;18.6985388
882;Pécs;2;Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, Magyarország;46.0763222;18.2280746
883;Přibram;2;Příbram, okres Příbram, Středočeský kraj, Střední Čechy, Česko;49.6901444;14.0103663
884;Podbořany;2;Podbořany, okres Louny, Ústecký kraj, Severozápad, 44101, Česko;50.2296341;13.4118542
885;Zwolle;2;Zwolle, Overijssel, Nederland;52.5089759;6.0943765
886;Aalen;2;Aalen, Verwaltungsgemeinschaft Aalen, Ostalbkreis, Baden-Württemberg, Deutschland;48.8362705;10.0931765
887;Potschappel;2;Potschappel, Freital, Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland;51.0131482;13.662626
888;Pritzwalk;2;Pritzwalk, Prignitz, Brandenburg, 16928, Deutschland;53.1492896;12.1761903
889;Pôrto Alegre;2;Porto Alegre, Região Geográfica Imediata de Porto Alegre, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, Brasil;-30.0324999;-51.2303767
890;Zülz;2;Biała, gmina Biała, powiat prudnicki, województwo opolskie, 48-210, Polska;50.3853609;17.6599107
891;Zutphen;2;Zutphen, Gelderland, Nederland;52.143222;6.2044441
892;Bad Düben;2;Bad Düben, Nordsachsen, Sachsen, 04849, Deutschland;51.5911653;12.5856428
893;Recklinghausen;2;Recklinghausen, Kreis Recklinghausen, Nordrhein-Westfalen, Deutschland;51.6143815;7.1978546
894;Neumark;2;Neumark, Am Ettersberg, Landkreis Weimarer Land, Thüringen, Deutschland;51.079026;11.2441904
895;Neumünster;2;Neumünster, Schleswig-Holstein, Deutschland;54.0757442;9.9815377
896;Neustadt an der Orla;2;Neustadt an der Orla, Saale-Orla-Kreis, Thüringen, 07806, Deutschland;50.7364311;11.7458512
897;Zeulenroda;2;Zeulenroda, Zeulenroda-Triebes, Greiz, Thüringen, 07937, Deutschland;50.6488803;11.9794326
898;Neustettin;2;Szczecinek, gmina Szczecinek, powiat szczecinecki, województwo zachodniopomorskie, 78-400, Polska;53.70234205;16.70713424642978
899;Neustrelitz-Alt-Strelitz;2;Strelitz-Alt, Neustrelitz, Mecklenburgische Seenplatte, Mecklenburg-Vorpommern, 17235, Deutschland;53.3323629;13.0949986
900;Neutra;2;Nitra, okres Nitra, Nitriansky kraj, Západné Slovensko, Slovensko;48.31295;18.0894593
901;Nienburg / Weser;2;Landkreis Nienburg/Weser, Niedersachsen, Deutschland;52.6487602;9.257810517418042
902;Nikolsburg;2;Mikulov, okres Břeclav, Jihomoravský kraj, Jihovýchod, 69201, Česko;48.8068577;16.6383914
903;Novo Mesto;2;Novo mesto, Slovenija;45.8040475;15.1696684
904;Arosa;2;Arosa, Plessur, Graubünden/Grischun/Grigioni, Schweiz/Suisse/Svizzera/Svizra;46.7797248;9.6781356
905;Zrenjanin;2;Зрењанин, Град Зрењанин, Средњобанатски управни округ, Војводина, 20, Србија;45.3802683;20.3907614
906;Riesa;2;Riesa, Meißen, Sachsen, Deutschland;51.3038241;13.308828
907;Arco;2;Arco, Comunità Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38062, Italia;45.9181327;10.8860953
908;Oldenburg in Holstein;2;Oldenburg in Holstein, Ostholstein, Schleswig-Holstein, 23758, Deutschland;54.2922574;10.8809805
909;Arbon;2;Arbon, Saint-Gaudens, Haute-Garonne, Occitanie, France métropolitaine, 31160, France;43.0007;0.747026
910;Reuß-Gera;2;Reuß-Park, Ostviertel, Gera, Thüringen, 07546, Deutschland;50.8876548;12.0971361
911;Lommatzsch;2;Lommatzsch, Meißen, Sachsen, 01623, Deutschland;51.1952586;13.3111561
912;Saarburg;2;Saarburg, Saarburg-Kell, Landkreis Trier-Saarburg, Rheinland-Pfalz, 54439, Deutschland;49.6082527;6.548746
913;Lehe;2;Lee County, Texas, United States;30.3031353;-96.9588587
914;Schmalkalden;2;Schmalkalden, Landkreis Schmalkalden-Meiningen, Thüringen, 98574, Deutschland;50.7213643;10.4510467
915;Lichtenstein;2;Liechtenstein;47.1594125;9.546911556940856
916;Levoča;2;Levoča, okres Levoča, Prešovský kraj, Východné Slovensko, Slovensko;49.0251116;20.587999
917;Leverkusen-Opladen;2;Leverkusen-Opladen, A 3, Küppersteg, Stadtbezirk II, Leverkusen, Nordrhein-Westfalen, 51373, Deutschland;51.0531353;6.9946219
918;Letmathe;2;Letmathe, Iserlohn, Märkischer Kreis, Nordrhein-Westfalen, 58642, Deutschland;51.3666444;7.610424
919;Wolbeck;2;Wolbeck, Münster-Südost, Münster, Nordrhein-Westfalen, Deutschland;51.920586;7.727183
920;Wohlau;2;Wołów, gmina Wołów, powiat wołowski, województwo dolnośląskie, 56-100, Polska;51.3363841;16.6486903
921;Leisnig;2;Leisnig, Mittelsachsen, Sachsen, 04703, Deutschland;51.16005;12.9265979
922;Schöneberg;2;Schöneberg, Tempelhof-Schöneberg, Berlin, Deutschland;52.482157;13.3551901
923;Leipzig-Neustadt;2;Neustadt, Neustadt-Neuschönefeld, Ost, Leipzig, Sachsen, 04315, Deutschland;51.3477434;12.4036979
924;Leipzig-Eutritzsch;2;Eutritzsch, Nord, Leipzig, Sachsen, 04129, Deutschland;51.3707642;12.3873287
925;Schönlanke;2;Trzcianka, gmina Trzcianka, powiat czarnkowsko-trzcianecki, województwo wielkopolskie, 64-980, Polska;53.0417582;16.4610993
926;Bitterfeld;2;Bitterfeld, Bitterfeld-Wolfen, Anhalt-Bitterfeld, Sachsen-Anhalt, 06749, Deutschland;51.6239124;12.3301466
927;Blankenhain;2;Blankenhain, Landkreis Weimarer Land, Thüringen, 99444, Deutschland;50.8577093;11.3429605
928;Lage;2;Lage, Kreis Lippe, Nordrhein-Westfalen, 32791, Deutschland;51.9914084;8.7919583
929;Elbogen;2;Loket, okres Sokolov, Karlovarský kraj, Severozápad, 35733, Česko;50.1860008;12.7540466
930;Bochnia;2;Bochnia, powiat bocheński, województwo małopolskie, 32-700, Polska;49.974684249999996;20.425329198706468
931;Bocholt;2;Bocholt, Kreis Borken, Nordrhein-Westfalen, Deutschland;51.8382715;6.6148669
932;Witzenhausen;2;Witzenhausen, Werra-Meißner-Kreis, Hessen, Deutschland;51.3424772;9.8578217
933;Bodenbach;2;Bodenbach, Kelberg, Landkreis Vulkaneifel, Rheinland-Pfalz, Deutschland;50.3114741;6.8481486
934;Kristianstad;2;Kristianstad, Kristianstads kommun, Skåne län, SE-291 31, Sverige;56.0293778;14.1566859
